cidade, populacao ,estado,regiao
sao raimundo do doca bezerra,4946,MARANHAO,NORDESTE
sao roberto,6704,MARANHAO,NORDESTE
sao vicente ferrer,20913,MARANHAO,NORDESTE
satubinha,13949,MARANHAO,NORDESTE
senador alexandre costa,11042,MARANHAO,NORDESTE
senador la rocque,13877,MARANHAO,NORDESTE
serrano do maranhao,11040,MARANHAO,NORDESTE
sitio novo,17851,MARANHAO,NORDESTE
sucupira do norte,10416,MARANHAO,NORDESTE
sucupira do riachao,5571,MARANHAO,NORDESTE
tasso fragoso,8455,MARANHAO,NORDESTE
timbiras,28635,MARANHAO,NORDESTE
timon,167619,MARANHAO,NORDESTE
trizidela do vale,21749,MARANHAO,NORDESTE
tufilandia,5746,MARANHAO,NORDESTE
tuntum,41342,MARANHAO,NORDESTE
turiacu,35063,MARANHAO,NORDESTE
turilandia,25533,MARANHAO,NORDESTE
tutoia,58605,MARANHAO,NORDESTE
urbano santos,33038,MARANHAO,NORDESTE
vargem grande,56511,MARANHAO,NORDESTE
viana,51738,MARANHAO,NORDESTE
vila nova dos martirios,13480,MARANHAO,NORDESTE
vitoria do mearim,32267,MARANHAO,NORDESTE
vitorino freire,30879,MARANHAO,NORDESTE
ze doca,51084,MARANHAO,NORDESTE
acaua,6966,PIAUI,NORDESTE
agricolandia,5062,PIAUI,NORDESTE
agua branca,17119,PIAUI,NORDESTE
alagoinha do piaui,7526,PIAUI,NORDESTE
alegrete do piaui,4838,PIAUI,NORDESTE
alto longa,14070,PIAUI,NORDESTE
altos,39864,PIAUI,NORDESTE
alvorada do gurgueia,5326,PIAUI,NORDESTE
amarante,17322,PIAUI,NORDESTE
angical do piaui,6684,PIAUI,NORDESTE
anisio de abreu,9705,PIAUI,NORDESTE
antonio almeida,3114,PIAUI,NORDESTE
aroazes,5748,PIAUI,NORDESTE
aroeiras do itaim,2511,PIAUI,NORDESTE
arraial,4656,PIAUI,NORDESTE
assuncao do piaui,7717,PIAUI,NORDESTE
avelino lopes,11503,PIAUI,NORDESTE
baixa grande do ribeiro,11375,PIAUI,NORDESTE
barra dalcantara,3889,PIAUI,NORDESTE
barras,46291,PIAUI,NORDESTE
barreiras do piaui,3294,PIAUI,NORDESTE
barro duro,6925,PIAUI,NORDESTE
batalha,26421,PIAUI,NORDESTE
bela vista do piaui,3947,PIAUI,NORDESTE
belem do piaui,3503,PIAUI,NORDESTE
beneditinos,10037,PIAUI,NORDESTE
bertolinia,5413,PIAUI,NORDESTE
betania do piaui,6106,PIAUI,NORDESTE
boa hora,6663,PIAUI,NORDESTE
bocaina,4428,PIAUI,NORDESTE
bom jesus,24711,PIAUI,NORDESTE
bom principio do piaui,5535,PIAUI,NORDESTE
bonfim do piaui,5577,PIAUI,NORDESTE
boqueirao do piaui,6300,PIAUI,NORDESTE
brasileira,8192,PIAUI,NORDESTE
brejo do piaui,3823,PIAUI,NORDESTE
buriti dos lopes,19464,PIAUI,NORDESTE
buriti dos montes,8108,PIAUI,NORDESTE
cabeceiras do piaui,10406,PIAUI,NORDESTE
cajazeiras do piaui,3497,PIAUI,NORDESTE
cajueiro da praia,7510,PIAUI,NORDESTE
caldeirao grande do piaui,5684,PIAUI,NORDESTE
campinas do piaui,5522,PIAUI,NORDESTE
campo alegre do fidalgo,4957,PIAUI,NORDESTE
campo grande do piaui,5842,PIAUI,NORDESTE
campo largo do piaui,7154,PIAUI,NORDESTE
campo maior,46082,PIAUI,NORDESTE
canavieira,3892,PIAUI,NORDESTE
canto do buriti,20831,PIAUI,NORDESTE
capitao de campos,11229,PIAUI,NORDESTE
capitao gervasio oliveira,4033,PIAUI,NORDESTE
caracol,10729,PIAUI,NORDESTE
caraubas do piaui,5769,PIAUI,NORDESTE
caridade do piaui,4982,PIAUI,NORDESTE
castelo do piaui,19410,PIAUI,NORDESTE
caxingo,5330,PIAUI,NORDESTE
cocal,27338,PIAUI,NORDESTE
cocal de telha,4812,PIAUI,NORDESTE
cocal dos alves,6054,PIAUI,NORDESTE
coivaras,3953,PIAUI,NORDESTE
colonia do gurgueia,6372,PIAUI,NORDESTE
colonia do piaui,7536,PIAUI,NORDESTE
conceicao do caninde,4726,PIAUI,NORDESTE
coronel jose dias,4608,PIAUI,NORDESTE
corrente,26205,PIAUI,NORDESTE
cristalandia do piaui,8154,PIAUI,NORDESTE
cristino castro,10253,PIAUI,NORDESTE
curimata,11190,PIAUI,NORDESTE
currais,4871,PIAUI,NORDESTE
curralinhos,4367,PIAUI,NORDESTE
curral novo do piaui,5251,PIAUI,NORDESTE
demerval lobao,13595,PIAUI,NORDESTE
dirceu arcoverde,6896,PIAUI,NORDESTE
dom expedito lopes,6790,PIAUI,NORDESTE
domingos mourao,4287,PIAUI,NORDESTE
dom inocencio,9404,PIAUI,NORDESTE
elesbao veloso,14383,PIAUI,NORDESTE
eliseu martins,4834,PIAUI,NORDESTE
esperantina,39078,PIAUI,NORDESTE
fartura do piaui,5220,PIAUI,NORDESTE
flores do piaui,4393,PIAUI,NORDESTE
floresta do piaui,2518,PIAUI,NORDESTE
floriano,58969,PIAUI,NORDESTE
francinopolis,5264,PIAUI,NORDESTE
francisco ayres,4288,PIAUI,NORDESTE
francisco macedo,3128,PIAUI,NORDESTE
francisco santos,9154,PIAUI,NORDESTE
fronteiras,11432,PIAUI,NORDESTE
geminiano,5352,PIAUI,NORDESTE
gilbues,10522,PIAUI,NORDESTE
guadalupe,10335,PIAUI,NORDESTE
guaribas,4489,PIAUI,NORDESTE
hugo napoleao,3816,PIAUI,NORDESTE
ilha grande,9268,PIAUI,NORDESTE
inhuma,15065,PIAUI,NORDESTE
ipiranga do piaui,9649,PIAUI,NORDESTE
isaias coelho,8428,PIAUI,NORDESTE
itainopolis,11343,PIAUI,NORDESTE
itaueira,10845,PIAUI,NORDESTE
jacobina do piaui,5656,PIAUI,NORDESTE
jaicos,18782,PIAUI,NORDESTE
jardim do mulato,4430,PIAUI,NORDESTE
jatoba do piaui,4786,PIAUI,NORDESTE
jerumenha,4384,PIAUI,NORDESTE
joao costa,2961,PIAUI,NORDESTE
joaquim pires,14123,PIAUI,NORDESTE
joca marques,5350,PIAUI,NORDESTE
jose de freitas,38550,PIAUI,NORDESTE
juazeiro do piaui,5391,PIAUI,NORDESTE
julio borges,5534,PIAUI,NORDESTE
jurema,4683,PIAUI,NORDESTE
lagoinha do piaui,2796,PIAUI,NORDESTE
lagoa alegre,8395,PIAUI,NORDESTE
lagoa do barro do piaui,4582,PIAUI,NORDESTE
lagoa de sao francisco,6646,PIAUI,NORDESTE
lagoa do piaui,3996,PIAUI,NORDESTE
lagoa do sitio,5087,PIAUI,NORDESTE
landri sales,5217,PIAUI,NORDESTE
luis correia,29792,PIAUI,NORDESTE
luzilandia,25082,PIAUI,NORDESTE
madeiro,8170,PIAUI,NORDESTE
manoel emidio,5266,PIAUI,NORDESTE
marcolandia,8342,PIAUI,NORDESTE
marcos parente,4478,PIAUI,NORDESTE
massape do piaui,6338,PIAUI,NORDESTE
matias olimpio,10759,PIAUI,NORDESTE
miguel alves,33209,PIAUI,NORDESTE
miguel leao,1228,PIAUI,NORDESTE
milton brandao,6511,PIAUI,NORDESTE
monsenhor gil,10409,PIAUI,NORDESTE
monsenhor hipolito,7621,PIAUI,NORDESTE
monte alegre do piaui,10448,PIAUI,NORDESTE
morro cabeca no tempo,4066,PIAUI,NORDESTE
morro do chapeu do piaui,6684,PIAUI,NORDESTE
murici dos portelas,8997,PIAUI,NORDESTE
nazare do piaui,7231,PIAUI,NORDESTE
nazaria,8425,PIAUI,NORDESTE
nossa senhora de nazare,4786,PIAUI,NORDESTE
nossa senhora dos remedios,8547,PIAUI,NORDESTE
novo oriente do piaui,6466,PIAUI,NORDESTE
novo santo antonio,2940,PIAUI,NORDESTE
oeiras,36432,PIAUI,NORDESTE
olho dagua do piaui,2417,PIAUI,NORDESTE
padre marcos,6758,PIAUI,NORDESTE
paes landim,4065,PIAUI,NORDESTE
pajeu do piaui,3333,PIAUI,NORDESTE
palmeira do piaui,4967,PIAUI,NORDESTE
palmeirais,14295,PIAUI,NORDESTE
paqueta,3886,PIAUI,NORDESTE
parnagua,10613,PIAUI,NORDESTE
parnaiba,150547,PIAUI,NORDESTE
passagem franca do piaui,4500,PIAUI,NORDESTE
patos do piaui,6288,PIAUI,NORDESTE
pau darco do piaui,3975,PIAUI,NORDESTE
paulistana,20192,PIAUI,NORDESTE
pavussu,3623,PIAUI,NORDESTE
pedro ii,38127,PIAUI,NORDESTE
pedro laurentino,2495,PIAUI,NORDESTE
nova santa rita,4302,PIAUI,NORDESTE
picos,76928,PIAUI,NORDESTE
pimenteiras,11935,PIAUI,NORDESTE
pio ix,18125,PIAUI,NORDESTE
piracuruca,28312,PIAUI,NORDESTE
piripiri,62733,PIAUI,NORDESTE
porto,12358,PIAUI,NORDESTE
porto alegre do piaui,2664,PIAUI,NORDESTE
prata do piaui,3103,PIAUI,NORDESTE
queimada nova,8842,PIAUI,NORDESTE
redencao do gurgueia,8634,PIAUI,NORDESTE
regeneracao,17698,PIAUI,NORDESTE
riacho frio,4246,PIAUI,NORDESTE
ribeira do piaui,4403,PIAUI,NORDESTE
ribeiro goncalves,7214,PIAUI,NORDESTE
rio grande do piaui,6331,PIAUI,NORDESTE
santa cruz do piaui,6140,PIAUI,NORDESTE
santa cruz dos milagres,3952,PIAUI,NORDESTE
santa filomena,6156,PIAUI,NORDESTE
santa luz,5761,PIAUI,NORDESTE
santana do piaui,4559,PIAUI,NORDESTE
santa rosa do piaui,5175,PIAUI,NORDESTE
santo antonio de lisboa,6305,PIAUI,NORDESTE
santo antonio dos milagres,2125,PIAUI,NORDESTE
santo inacio do piaui,3731,PIAUI,NORDESTE
sao braz do piaui,4377,PIAUI,NORDESTE
sao felix do piaui,2901,PIAUI,NORDESTE
sao francisco de assis do piaui,5657,PIAUI,NORDESTE
sao francisco do piaui,6324,PIAUI,NORDESTE
sao goncalo do gurgueia,2988,PIAUI,NORDESTE
sao goncalo do piaui,4931,PIAUI,NORDESTE
sao joao da canabrava,4534,PIAUI,NORDESTE
sao joao da fronteira,5938,PIAUI,NORDESTE
sao joao da serra,6050,PIAUI,NORDESTE
sao joao da varjota,4762,PIAUI,NORDESTE
sao joao do arraial,7847,PIAUI,NORDESTE
sao joao do piaui,20258,PIAUI,NORDESTE
sao jose do divino,5260,PIAUI,NORDESTE
sao jose do peixe,3689,PIAUI,NORDESTE
sao jose do piaui,6602,PIAUI,NORDESTE
sao juliao,6261,PIAUI,NORDESTE
sao lourenco do piaui,4501,PIAUI,NORDESTE
sao luis do piaui,2602,PIAUI,NORDESTE
sao miguel da baixa grande,2413,PIAUI,NORDESTE
sao miguel do fidalgo,2991,PIAUI,NORDESTE
sao miguel do tapuio,17395,PIAUI,NORDESTE
sao pedro do piaui,14056,PIAUI,NORDESTE
sao raimundo nonato,34109,PIAUI,NORDESTE
sebastiao barros,3421,PIAUI,NORDESTE
sebastiao leal,4224,PIAUI,NORDESTE
sigefredo pacheco,9880,PIAUI,NORDESTE
simoes,14398,PIAUI,NORDESTE
simplicio mendes,12488,PIAUI,NORDESTE
socorro do piaui,4500,PIAUI,NORDESTE
sussuapara,6612,PIAUI,NORDESTE
tamboril do piaui,2870,PIAUI,NORDESTE
tanque do piaui,2719,PIAUI,NORDESTE
teresina,850198,PIAUI,NORDESTE
uniao,43761,PIAUI,NORDESTE
urucui,21188,PIAUI,NORDESTE
valenca do piaui,20588,PIAUI,NORDESTE
varzea branca,4873,PIAUI,NORDESTE
varzea grande,4325,PIAUI,NORDESTE
vera mendes,3029,PIAUI,NORDESTE
vila nova do piaui,2931,PIAUI,NORDESTE
wall ferraz,4390,PIAUI,NORDESTE
abaiara,11605,CEARA,NORDESTE
acarape,16543,CEARA,NORDESTE
acarau,62199,CEARA,NORDESTE
acopiara,53572,CEARA,NORDESTE
aiuaba,17194,CEARA,NORDESTE
alcantaras,11459,CEARA,NORDESTE
altaneira,7479,CEARA,NORDESTE
alto santo,16976,CEARA,NORDESTE
amontada,42901,CEARA,NORDESTE
antonina do norte,7278,CEARA,NORDESTE
apuiares,14719,CEARA,NORDESTE
aquiraz,79128,CEARA,NORDESTE
aracati,73629,CEARA,NORDESTE
aracoiaba,26269,CEARA,NORDESTE
ararenda,10823,CEARA,NORDESTE
araripe,21398,CEARA,NORDESTE
aratuba,11244,CEARA,NORDESTE
arneiroz,7777,CEARA,NORDESTE
assare,23254,CEARA,NORDESTE
aurora,24496,CEARA,NORDESTE
baixio,6228,CEARA,NORDESTE
banabuiu,18027,CEARA,NORDESTE
barbalha,59811,CEARA,NORDESTE
barreira,20978,CEARA,NORDESTE
barro,22440,CEARA,NORDESTE
barroquinha,14880,CEARA,NORDESTE
baturite,35351,CEARA,NORDESTE
beberibe,53110,CEARA,NORDESTE
bela cruz,32378,CEARA,NORDESTE
boa viagem,54049,CEARA,NORDESTE
brejo santo,48830,CEARA,NORDESTE
camocim,62985,CEARA,NORDESTE
campos sales,27209,CEARA,NORDESTE
caninde,77514,CEARA,NORDESTE
capistrano,17668,CEARA,NORDESTE
caridade,22320,CEARA,NORDESTE
carire,18660,CEARA,NORDESTE
caririacu,26892,CEARA,NORDESTE
carius,18804,CEARA,NORDESTE
carnaubal,17631,CEARA,NORDESTE
cascavel,71079,CEARA,NORDESTE
catarina,20451,CEARA,NORDESTE
catunda,10365,CEARA,NORDESTE
caucaia,362223,CEARA,NORDESTE
cedro,25063,CEARA,NORDESTE
chaval,12952,CEARA,NORDESTE
choro,13384,CEARA,NORDESTE
chorozinho,19197,CEARA,NORDESTE
coreau,23107,CEARA,NORDESTE
crateus,74426,CEARA,NORDESTE
crato,130604,CEARA,NORDESTE
croata,17874,CEARA,NORDESTE
cruz,23983,CEARA,NORDESTE
deputado irapuan pinheiro,9521,CEARA,NORDESTE
erere,7163,CEARA,NORDESTE
eusebio,52667,CEARA,NORDESTE
farias brito,18720,CEARA,NORDESTE
forquilha,24047,CEARA,NORDESTE
fortaleza,2627482,CEARA,NORDESTE
fortim,16272,CEARA,NORDESTE
frecheirinha,13669,CEARA,NORDESTE
general sampaio,6922,CEARA,NORDESTE
graca,15307,CEARA,NORDESTE
granja,54365,CEARA,NORDESTE
granjeiro,4425,CEARA,NORDESTE
groairas,11012,CEARA,NORDESTE
guaiuba,26331,CEARA,NORDESTE
guaraciaba do norte,39445,CEARA,NORDESTE
guaramiranga,3547,CEARA,NORDESTE
hidrolandia,20215,CEARA,NORDESTE
horizonte,65928,CEARA,NORDESTE
ibaretama,13218,CEARA,NORDESTE
ibiapina,24825,CEARA,NORDESTE
ibicuitinga,12350,CEARA,NORDESTE
icapui,19685,CEARA,NORDESTE
ico,67486,CEARA,NORDESTE
iguatu,102614,CEARA,NORDESTE
independencia,25967,CEARA,NORDESTE
ipaporanga,11499,CEARA,NORDESTE
ipaumirim,12349,CEARA,NORDESTE
ipu,41576,CEARA,NORDESTE
ipueiras,37896,CEARA,NORDESTE
iracema,14125,CEARA,NORDESTE
iraucuba,23858,CEARA,NORDESTE
itaicaba,7738,CEARA,NORDESTE
itaitinga,39310,CEARA,NORDESTE
itapaje,51945,CEARA,NORDESTE
itapipoca,127465,CEARA,NORDESTE
itapiuna,20014,CEARA,NORDESTE
itarema,41230,CEARA,NORDESTE
itatira,20675,CEARA,NORDESTE
jaguaretama,17958,CEARA,NORDESTE
jaguaribara,11295,CEARA,NORDESTE
jaguaribe,34448,CEARA,NORDESTE
jaguaruana,33740,CEARA,NORDESTE
jardim,27076,CEARA,NORDESTE
jati,7847,CEARA,NORDESTE
jijoca de jericoacoara,19510,CEARA,NORDESTE
juazeiro do norte,270383,CEARA,NORDESTE
jucas,24597,CEARA,NORDESTE
lavras da mangabeira,31335,CEARA,NORDESTE
limoeiro do norte,58915,CEARA,NORDESTE
madalena,19800,CEARA,NORDESTE
maracanau,224804,CEARA,NORDESTE
maranguape,126486,CEARA,NORDESTE
marco,26981,CEARA,NORDESTE
martinopole,11082,CEARA,NORDESTE
massape,38210,CEARA,NORDESTE
mauriti,46548,CEARA,NORDESTE
meruoca,14948,CEARA,NORDESTE
milagres,28231,CEARA,NORDESTE
milha,13136,CEARA,NORDESTE
miraima,13583,CEARA,NORDESTE
missao velha,35409,CEARA,NORDESTE
mombaca,43735,CEARA,NORDESTE
monsenhor tabosa,17038,CEARA,NORDESTE
morada nova,61548,CEARA,NORDESTE
moraujo,8636,CEARA,NORDESTE
morrinhos,22222,CEARA,NORDESTE
mucambo,14377,CEARA,NORDESTE
mulungu,12831,CEARA,NORDESTE
nova olinda,15433,CEARA,NORDESTE
nova russas,32035,CEARA,NORDESTE
novo oriente,28353,CEARA,NORDESTE
ocara,25394,CEARA,NORDESTE
oros,21292,CEARA,NORDESTE
pacajus,70911,CEARA,NORDESTE
pacatuba,82824,CEARA,NORDESTE
pacoti,11960,CEARA,NORDESTE
pacuja,6202,CEARA,NORDESTE
palhano,9285,CEARA,NORDESTE
palmacia,13145,CEARA,NORDESTE
paracuru,33894,CEARA,NORDESTE
paraipaba,32515,CEARA,NORDESTE
parambu,31137,CEARA,NORDESTE
paramoti,11578,CEARA,NORDESTE
pedra branca,42841,CEARA,NORDESTE
penaforte,8956,CEARA,NORDESTE
pentecoste,37077,CEARA,NORDESTE
pereiro,16163,CEARA,NORDESTE
pindoretama,20644,CEARA,NORDESTE
piquet carneiro,16731,CEARA,NORDESTE
pires ferreira,10784,CEARA,NORDESTE
poranga,12243,CEARA,NORDESTE
porteiras,14921,CEARA,NORDESTE
potengi,10918,CEARA,NORDESTE
potiretama,6356,CEARA,NORDESTE
quiterianopolis,20860,CEARA,NORDESTE
quixada,86605,CEARA,NORDESTE
quixelo,14860,CEARA,NORDESTE
quixeramobim,78658,CEARA,NORDESTE
quixere,21876,CEARA,NORDESTE
redencao,27441,CEARA,NORDESTE
reriutaba,18769,CEARA,NORDESTE
russas,76475,CEARA,NORDESTE
saboeiro,15678,CEARA,NORDESTE
salitre,16331,CEARA,NORDESTE
santana do acarau,32023,CEARA,NORDESTE
santana do cariri,17489,CEARA,NORDESTE
santa quiteria,43360,CEARA,NORDESTE
sao benedito,46648,CEARA,NORDESTE
sao goncalo do amarante,48265,CEARA,NORDESTE
sao joao do jaguaribe,7621,CEARA,NORDESTE
sao luis do curu,12849,CEARA,NORDESTE
senador pompeu,26447,CEARA,NORDESTE
senador sa,7513,CEARA,NORDESTE
sobral,205529,CEARA,NORDESTE
solonopole,18158,CEARA,NORDESTE
tabuleiro do norte,30489,CEARA,NORDESTE
tamboril,25525,CEARA,NORDESTE
tarrafas,8852,CEARA,NORDESTE
taua,58119,CEARA,NORDESTE
tejucuoca,18902,CEARA,NORDESTE
tiangua,74719,CEARA,NORDESTE
trairi,55207,CEARA,NORDESTE
tururu,15935,CEARA,NORDESTE
ubajara,34332,CEARA,NORDESTE
umari,7671,CEARA,NORDESTE
umirim,19679,CEARA,NORDESTE
uruburetama,21609,CEARA,NORDESTE
uruoca,13677,CEARA,NORDESTE
varjota,18239,CEARA,NORDESTE
varzea alegre,40440,CEARA,NORDESTE
vicosa do ceara,60030,CEARA,NORDESTE
acari,11333,RIO GRANDE DO NORTE,NORDESTE
acu,58183,RIO GRANDE DO NORTE,NORDESTE
afonso bezerra,11211,RIO GRANDE DO NORTE,NORDESTE
agua nova,3260,RIO GRANDE DO NORTE,NORDESTE
alexandria,13827,RIO GRANDE DO NORTE,NORDESTE
almino afonso,4854,RIO GRANDE DO NORTE,NORDESTE
alto do rodrigues,14365,RIO GRANDE DO NORTE,NORDESTE
angicos,11909,RIO GRANDE DO NORTE,NORDESTE
antonio martins,7237,RIO GRANDE DO NORTE,NORDESTE
apodi,36323,RIO GRANDE DO NORTE,NORDESTE
areia branca,27401,RIO GRANDE DO NORTE,NORDESTE
ares,14307,RIO GRANDE DO NORTE,NORDESTE
augusto severo,9768,RIO GRANDE DO NORTE,NORDESTE
baia formosa,9309,RIO GRANDE DO NORTE,NORDESTE
barauna,28085,RIO GRANDE DO NORTE,NORDESTE
barcelona,4064,RIO GRANDE DO NORTE,NORDESTE
bento fernandes,5527,RIO GRANDE DO NORTE,NORDESTE
bodo,2307,RIO GRANDE DO NORTE,NORDESTE
bom jesus,10254,RIO GRANDE DO NORTE,NORDESTE
brejinho,12720,RIO GRANDE DO NORTE,NORDESTE
caicara do norte,6624,RIO GRANDE DO NORTE,NORDESTE
caicara do rio do vento,3680,RIO GRANDE DO NORTE,NORDESTE
caico,68222,RIO GRANDE DO NORTE,NORDESTE
campo redondo,11244,RIO GRANDE DO NORTE,NORDESTE
canguaretama,34267,RIO GRANDE DO NORTE,NORDESTE
caraubas,20707,RIO GRANDE DO NORTE,NORDESTE
carnauba dos dantas,8188,RIO GRANDE DO NORTE,NORDESTE
carnaubais,10715,RIO GRANDE DO NORTE,NORDESTE
ceara-mirim,73849,RIO GRANDE DO NORTE,NORDESTE
cerro cora,11344,RIO GRANDE DO NORTE,NORDESTE
coronel ezequiel,5593,RIO GRANDE DO NORTE,NORDESTE
coronel joao pessoa,4980,RIO GRANDE DO NORTE,NORDESTE
cruzeta,8147,RIO GRANDE DO NORTE,NORDESTE
currais novos,45228,RIO GRANDE DO NORTE,NORDESTE
doutor severiano,7190,RIO GRANDE DO NORTE,NORDESTE
parnamirim,254709,RIO GRANDE DO NORTE,NORDESTE
encanto,5666,RIO GRANDE DO NORTE,NORDESTE
equador,6119,RIO GRANDE DO NORTE,NORDESTE
espirito santo,10702,RIO GRANDE DO NORTE,NORDESTE
extremoz,28331,RIO GRANDE DO NORTE,NORDESTE
felipe guerra,6052,RIO GRANDE DO NORTE,NORDESTE
fernando pedroza,3072,RIO GRANDE DO NORTE,NORDESTE
florania,9262,RIO GRANDE DO NORTE,NORDESTE
francisco dantas,2890,RIO GRANDE DO NORTE,NORDESTE
frutuoso gomes,4180,RIO GRANDE DO NORTE,NORDESTE
galinhos,2715,RIO GRANDE DO NORTE,NORDESTE
goianinha,26068,RIO GRANDE DO NORTE,NORDESTE
governador dix-sept rosado,13157,RIO GRANDE DO NORTE,NORDESTE
grossos,10386,RIO GRANDE DO NORTE,NORDESTE
guamare,15309,RIO GRANDE DO NORTE,NORDESTE
ielmo marinho,13714,RIO GRANDE DO NORTE,NORDESTE
ipanguacu,15464,RIO GRANDE DO NORTE,NORDESTE
ipueira,2251,RIO GRANDE DO NORTE,NORDESTE
itaja,7571,RIO GRANDE DO NORTE,NORDESTE
itau,5930,RIO GRANDE DO NORTE,NORDESTE
jacana,9068,RIO GRANDE DO NORTE,NORDESTE
jandaira,6942,RIO GRANDE DO NORTE,NORDESTE
janduis,5386,RIO GRANDE DO NORTE,NORDESTE
januario cicco,10096,RIO GRANDE DO NORTE,NORDESTE
japi,5247,RIO GRANDE DO NORTE,NORDESTE
jardim de angicos,2663,RIO GRANDE DO NORTE,NORDESTE
jardim de piranhas,14858,RIO GRANDE DO NORTE,NORDESTE
jardim do serido,12579,RIO GRANDE DO NORTE,NORDESTE
joao camara,35087,RIO GRANDE DO NORTE,NORDESTE
joao dias,2695,RIO GRANDE DO NORTE,NORDESTE
jose da penha,6050,RIO GRANDE DO NORTE,NORDESTE
jucurutu,18530,RIO GRANDE DO NORTE,NORDESTE
jundia,3910,RIO GRANDE DO NORTE,NORDESTE
lagoa danta,6793,RIO GRANDE DO NORTE,NORDESTE
lagoa de pedras,7579,RIO GRANDE DO NORTE,NORDESTE
lagoa de velhos,2771,RIO GRANDE DO NORTE,NORDESTE
lagoa nova,15590,RIO GRANDE DO NORTE,NORDESTE
lagoa salgada,8269,RIO GRANDE DO NORTE,NORDESTE
lajes,11316,RIO GRANDE DO NORTE,NORDESTE
lajes pintadas,4822,RIO GRANDE DO NORTE,NORDESTE
lucrecia,4002,RIO GRANDE DO NORTE,NORDESTE
luis gomes,10211,RIO GRANDE DO NORTE,NORDESTE
macaiba,80031,RIO GRANDE DO NORTE,NORDESTE
macau,31859,RIO GRANDE DO NORTE,NORDESTE
major sales,4002,RIO GRANDE DO NORTE,NORDESTE
marcelino vieira,8492,RIO GRANDE DO NORTE,NORDESTE
martins,8793,RIO GRANDE DO NORTE,NORDESTE
maxaranguape,12223,RIO GRANDE DO NORTE,NORDESTE
messias targino,4608,RIO GRANDE DO NORTE,NORDESTE
montanhas,11503,RIO GRANDE DO NORTE,NORDESTE
monte alegre,22462,RIO GRANDE DO NORTE,NORDESTE
monte das gameleiras,2178,RIO GRANDE DO NORTE,NORDESTE
mossoro,295619,RIO GRANDE DO NORTE,NORDESTE
natal,885180,RIO GRANDE DO NORTE,NORDESTE
nisia floresta,27372,RIO GRANDE DO NORTE,NORDESTE
nova cruz,37695,RIO GRANDE DO NORTE,NORDESTE
olho-dagua do borges,4349,RIO GRANDE DO NORTE,NORDESTE
ouro branco,4882,RIO GRANDE DO NORTE,NORDESTE
parana,4276,RIO GRANDE DO NORTE,NORDESTE
parau,3859,RIO GRANDE DO NORTE,NORDESTE
parazinho,5258,RIO GRANDE DO NORTE,NORDESTE
parelhas,21669,RIO GRANDE DO NORTE,NORDESTE
rio do fogo,10901,RIO GRANDE DO NORTE,NORDESTE
passa e fica,13099,RIO GRANDE DO NORTE,NORDESTE
passagem,3109,RIO GRANDE DO NORTE,NORDESTE
patu,12844,RIO GRANDE DO NORTE,NORDESTE
santa maria,5500,RIO GRANDE DO NORTE,NORDESTE
pau dos ferros,30452,RIO GRANDE DO NORTE,NORDESTE
pedra grande,3356,RIO GRANDE DO NORTE,NORDESTE
pedra preta,2532,RIO GRANDE DO NORTE,NORDESTE
pedro avelino,6938,RIO GRANDE DO NORTE,NORDESTE
pedro velho,14954,RIO GRANDE DO NORTE,NORDESTE
pendencias,15083,RIO GRANDE DO NORTE,NORDESTE
piloes,3836,RIO GRANDE DO NORTE,NORDESTE
poco branco,15418,RIO GRANDE DO NORTE,NORDESTE
portalegre,7909,RIO GRANDE DO NORTE,NORDESTE
porto do mangue,6789,RIO GRANDE DO NORTE,NORDESTE
serra caiada,10099,RIO GRANDE DO NORTE,NORDESTE
pureza,9568,RIO GRANDE DO NORTE,NORDESTE
rafael fernandes,5115,RIO GRANDE DO NORTE,NORDESTE
rafael godeiro,3234,RIO GRANDE DO NORTE,NORDESTE
riacho da cruz,3566,RIO GRANDE DO NORTE,NORDESTE
riacho de santana,4277,RIO GRANDE DO NORTE,NORDESTE
riachuelo,8075,RIO GRANDE DO NORTE,NORDESTE
rodolfo fernandes,4545,RIO GRANDE DO NORTE,NORDESTE
tibau,4100,RIO GRANDE DO NORTE,NORDESTE
ruy barbosa,3669,RIO GRANDE DO NORTE,NORDESTE
santa cruz,39667,RIO GRANDE DO NORTE,NORDESTE
santana do matos,13289,RIO GRANDE DO NORTE,NORDESTE
santana do serido,2701,RIO GRANDE DO NORTE,NORDESTE
santo antonio,24220,RIO GRANDE DO NORTE,NORDESTE
sao bento do norte,2846,RIO GRANDE DO NORTE,NORDESTE
sao bento do trairi,4425,RIO GRANDE DO NORTE,NORDESTE
sao fernando,3617,RIO GRANDE DO NORTE,NORDESTE
sao francisco do oeste,4238,RIO GRANDE DO NORTE,NORDESTE
sao goncalo do amarante,101492,RIO GRANDE DO NORTE,NORDESTE
sao joao do sabugi,6260,RIO GRANDE DO NORTE,NORDESTE
sao jose de mipibu,43995,RIO GRANDE DO NORTE,NORDESTE
sao jose do campestre,13007,RIO GRANDE DO NORTE,NORDESTE
sao jose do serido,4643,RIO GRANDE DO NORTE,NORDESTE
sao miguel,23610,RIO GRANDE DO NORTE,NORDESTE
sao miguel do gostoso,9606,RIO GRANDE DO NORTE,NORDESTE
sao paulo do potengi,17572,RIO GRANDE DO NORTE,NORDESTE
sao pedro,6139,RIO GRANDE DO NORTE,NORDESTE
